customer_age,order_value,discount_applied,delivery_time_days,product_category_Books,product_category_Electronics,product_category_Fashion,product_category_Home & Kitchen,product_category_Sports,payment_method_Card,payment_method_UPI,payment_method_Wallet,order_status_Delivered,order_status_Returned,cluster
-1.6205280160115734,-0.2905939164534386,1,1,0,1,0,0,0,1,0,0,0,1,c2
-1.5477387389438335,-0.0954563479405614,1,6,0,0,0,0,0,0,0,0,1,0,c1
1.7277787291044553,-0.4446592732481212,0,4,0,0,0,0,0,1,0,0,0,0,c2
0.5631502960206192,0.9062407607739074,0,4,0,0,0,0,1,0,0,0,0,0,c2
-0.8198459682664361,1.6396273971134083,1,5,0,1,0,0,0,1,0,0,0,0,c1
0.5631502960206192,-0.4926425867159791,1,9,0,0,0,0,1,1,0,0,1,0,c3
-1.183792353605135,-0.2422681357177259,1,2,0,0,0,0,1,0,0,1,0,0,c2
0.1992039106819204,-1.1572410230654335,1,2,1,0,0,0,0,1,0,0,0,0,c2
-0.0919531975890385,-1.2998126730713286,1,4,0,0,0,1,0,0,0,1,1,0,c3
-0.237531751724518,0.1050315698553613,1,9,0,0,0,0,1,0,0,0,0,0,c3
1.7277787291044553,1.5452650328299806,1,5,0,0,0,0,0,1,0,0,0,0,c2
-0.9654245224019156,1.5048735449843669,1,5,0,0,1,0,0,0,1,0,1,0,c1
1.1454645125625371,-0.9367005238931024,1,10,0,0,0,1,0,0,0,1,0,0,c3
1.509410897901236,0.803218465987754,1,8,0,0,0,1,0,1,0,0,0,1,c3
-1.693317293079313,-0.1561698996028635,0,3,0,0,0,1,0,0,0,1,0,1,c2
-0.1647424746567783,1.619233752023521,1,10,0,0,1,0,0,1,0,0,0,1,c3
-0.8198459682664361,-1.0646485408507154,1,5,0,0,1,0,0,0,0,1,0,0,c1
0.1264146336141807,1.5369377447144743,0,5,0,0,1,0,0,0,0,1,1,0,c2
-0.237531751724518,0.5103247387091816,0,6,0,0,0,0,0,0,1,0,0,0,c1
-0.6742674141309566,-1.1511973179204196,0,1,0,0,0,0,1,0,1,0,1,0,c2
-0.8198459682664361,0.9393449942969686,0,9,0,0,0,0,1,1,0,0,0,1,c1
0.4903610189528795,-1.0005931262180745,1,9,0,0,0,0,0,0,1,0,1,0,c3
-0.7470566911986963,-1.3164770741829754,0,2,0,0,0,1,0,0,0,1,0,1,c2
0.2719931877496602,0.7758477520925107,0,9,0,0,0,0,0,0,0,0,1,0,c3
-0.237531751724518,1.3300650580600597,0,10,0,0,0,0,0,0,0,1,0,1,c1
1.5822001749689758,-0.3394993651466272,1,1,0,1,0,0,0,0,1,0,1,0,c2
0.5631502960206192,0.7040040142249221,1,10,0,0,0,1,0,0,0,0,0,0,c3
-0.6014781370632168,-0.9194747010308734,0,1,0,0,0,0,1,0,1,0,1,0,c2
-0.0191639205212987,0.8031960091177308,0,8,0,1,0,0,0,0,1,0,1,0,c3
-0.7470566911986963,-1.3863951354460675,1,3,0,1,0,0,0,0,0,1,0,1,c2
0.4175717418851397,-0.8564986197137263,0,4,1,0,0,0,0,0,0,0,1,0,c2
0.7087288501560988,1.0518890019729914,1,10,0,1,0,0,0,0,0,0,1,0,c3
0.4903610189528795,1.4953518320944976,1,6,0,0,0,0,1,0,0,1,1,0,c1
-0.1647424746567783,0.2732082623509196,0,8,0,0,1,0,0,0,0,0,0,0,c1
-0.3831103058599975,0.8271336290081661,0,4,0,0,0,0,0,0,1,0,1,0,c2
-1.0382137994696552,0.3570916896597366,0,7,0,1,0,0,0,0,0,1,1,0,c1
-0.4558995829277373,-0.2709806475968603,1,8,1,0,0,0,0,0,0,0,0,1,c3
0.635939573088359,-0.3498800533148863,0,8,1,0,0,0,0,0,1,0,0,1,c3
0.7815181272238385,-0.993662374707141,1,6,0,0,0,0,0,0,0,1,0,1,c3
1.3638323437657565,0.4148521629139778,0,9,0,0,0,0,1,1,0,0,0,0,c1
1.2910430666980168,-1.7429161932724626,0,2,1,0,0,0,0,0,0,1,0,0,c2
0.5631502960206192,0.8601452279423814,1,2,0,1,0,0,0,0,0,1,0,0,c2
0.7087288501560988,-0.5226730361546044,0,7,0,0,1,0,0,0,1,0,1,0,c3
-0.3831103058599975,-1.7130162743908477,1,9,0,1,0,0,0,0,0,1,0,1,c3
0.2719931877496602,-0.9983937565101698,1,8,0,0,0,1,0,0,0,0,1,0,c3
-1.2565816306728743,-0.4805327195559277,1,5,0,0,1,0,0,0,1,0,0,0,c1
0.8543074042915783,-1.5919484809866156,0,2,0,0,0,0,0,0,1,0,0,0,c2
-1.183792353605135,0.2339606713221161,0,2,0,0,0,1,0,1,0,0,0,1,c2
0.8543074042915783,-0.601910698477356,1,7,0,0,0,0,1,1,0,0,0,1,c3
-0.8198459682664361,1.2495178795040751,1,5,0,0,0,1,0,1,0,0,0,1,c1
-0.3103210287922578,1.2957888566326587,1,1,0,0,0,0,0,0,0,0,1,0,c2
0.1992039106819204,0.2258088275036671,1,10,1,0,0,0,0,0,1,0,0,0,c3
-0.8926352453341758,0.718859233745319,1,10,0,0,1,0,0,1,0,0,0,0,c1
0.9998859584270576,1.076898937407038,1,7,0,1,0,0,0,0,0,0,0,0,c1
-0.6014781370632168,-1.26271673090163,0,7,0,0,1,0,0,0,0,0,0,0,c1
-1.474949461876094,-1.3513946999604165,0,8,0,0,0,1,0,0,1,0,0,0,c3
0.3447824648174,-0.945107814608066,1,5,0,0,1,0,0,0,0,0,0,0,c3
0.2719931877496602,-0.4777536818905474,0,1,0,0,0,1,0,1,0,0,1,0,c2
-0.6742674141309566,0.1495228400345997,0,5,0,0,0,1,0,0,1,0,1,0,c1
-1.5477387389438335,-1.1089755951679086,1,5,0,0,0,1,0,1,0,0,0,0,c1
-0.6014781370632168,-1.4647541727291589,1,6,0,0,0,1,0,0,1,0,0,0,c1
-0.8198459682664361,1.6100488921840015,1,7,0,1,0,0,0,1,0,0,0,1,c1
1.218253789630277,1.5555797539425469,1,10,0,0,1,0,0,1,0,0,1,0,c3
1.218253789630277,1.533207097181858,0,7,0,1,0,0,0,0,1,0,0,0,c1
-1.2565816306728743,1.2539685504318137,1,10,1,0,0,0,0,1,0,0,1,0,c3
0.1992039106819204,0.8532509688452359,0,3,0,0,0,0,1,0,0,0,0,1,c2
-0.0191639205212987,-0.6754134376179137,0,8,1,0,0,0,0,0,1,0,0,1,c3
0.7815181272238385,1.332851113497322,0,5,0,0,0,0,1,0,1,0,0,0,c2
-0.3831103058599975,0.992755852538577,0,2,1,0,0,0,0,1,0,0,0,1,c2
1.1454645125625371,0.5076327214151414,0,10,0,0,1,0,0,0,0,0,0,0,c1
0.927096681359318,1.1117112966062443,0,8,0,0,1,0,0,0,1,0,1,0,c3
0.0536253565464409,-0.8467761985480243,0,1,0,0,0,1,0,0,1,0,0,1,c2
-0.8198459682664361,-1.4706266442402454,1,6,0,1,0,0,0,1,0,0,0,1,c1
-1.2565816306728743,0.4153055109775727,1,8,0,0,0,1,0,0,0,0,1,0,c3
0.635939573088359,0.0679328205769099,1,4,0,0,1,0,0,1,0,0,0,0,c2
0.1264146336141807,1.6498017627883286,1,3,0,0,0,1,0,0,0,1,1,0,c2
-1.2565816306728743,-1.756998054331433,1,6,0,0,0,0,0,0,0,1,1,0,c3
-0.0919531975890385,1.658127647349458,0,10,0,0,0,0,1,0,1,0,0,1,c1
-0.0919531975890385,1.6830674050646823,0,1,0,0,1,0,0,1,0,0,0,1,c2
-1.693317293079313,-1.346597351101694,1,3,0,1,0,0,0,0,0,1,0,1,c2
0.4903610189528795,-1.4975075176581063,0,4,0,0,0,0,0,0,0,0,1,0,c2
0.635939573088359,-1.6005284088898832,0,3,0,0,0,0,0,0,1,0,0,0,c2
1.7277787291044553,-0.1611651496286659,1,6,0,1,0,0,0,0,0,1,1,0,c3
-0.0191639205212987,-1.6558270477678232,0,3,1,0,0,0,0,0,1,0,0,0,c2
-0.9654245224019156,-0.5777681596479584,0,10,0,0,0,0,0,0,0,0,0,0,c1
-0.0919531975890385,-0.8968746684611995,0,7,0,0,0,0,1,0,1,0,0,1,c1
0.4175717418851397,1.1769372755888483,1,2,0,0,1,0,0,0,0,1,0,1,c2
1.6549894520367154,0.4010411878496634,1,6,0,0,0,1,0,0,0,1,1,0,c1
1.4366216208334963,-0.7413229475818512,1,4,1,0,0,0,0,1,0,0,0,1,c2
1.2910430666980168,1.677201951325478,0,1,0,0,1,0,0,0,1,0,0,1,c2
-0.0191639205212987,-0.8316809712292537,0,7,0,0,1,0,0,0,1,0,1,0,c3
0.3447824648174,-0.1497051281449131,1,2,0,0,0,0,0,1,0,0,1,0,c2
-1.183792353605135,-0.6949775820713162,0,2,0,1,0,0,0,0,1,0,0,0,c2
-0.237531751724518,-1.4100492373524594,1,4,1,0,0,0,0,0,1,0,0,1,c2
-0.0191639205212987,0.899062983692718,0,7,0,0,0,1,0,0,0,1,0,0,c1
-0.0191639205212987,1.647154659234335,1,4,1,0,0,0,0,1,0,0,0,0,c2
0.1992039106819204,-0.70625514148613,0,5,0,0,1,0,0,0,1,0,0,1,c1
1.5822001749689758,0.3358124017583064,0,7,0,0,0,1,0,0,0,0,1,0,c1
1.1454645125625371,-0.9838739864857456,1,10,1,0,0,0,0,0,0,0,0,0,c3
-1.111003076537395,0.4830705198271836,0,8,0,1,0,0,0,1,0,0,0,1,c1
0.3447824648174,-1.517279388159224,0,6,0,0,1,0,0,0,0,0,0,0,c1
0.7087288501560988,0.4943789574382793,1,1,0,0,1,0,0,0,1,0,0,1,c2
-1.3293709077406144,1.401576153540428,0,5,0,0,0,0,0,0,1,0,1,0,c1
-0.8198459682664361,1.682661777849887,1,8,0,0,0,1,0,0,0,1,0,1,c1
-0.1647424746567783,1.6405776034262685,1,6,0,0,0,0,1,0,0,1,1,0,c1
1.7277787291044553,0.0627845831240739,1,1,1,0,0,0,0,0,1,0,0,1,c2
-0.0191639205212987,-1.2908565925951707,0,3,0,0,0,0,0,0,0,0,1,0,c2
0.927096681359318,-0.7209798304495165,1,10,0,0,1,0,0,0,1,0,0,1,c3
0.4175717418851397,0.0417579350104057,1,1,0,0,0,0,0,0,1,0,1,0,c2
-0.8198459682664361,-0.7172940966569463,1,6,1,0,0,0,0,0,1,0,0,1,c1
0.7815181272238385,-0.6224418918961359,1,7,0,0,0,1,0,0,0,0,0,0,c3
-0.9654245224019156,-1.2468986730789853,1,9,0,0,1,0,0,0,1,0,1,0,c3
-0.8198459682664361,-0.8168145232738453,0,6,0,0,0,1,0,0,1,0,1,0,c1
1.2910430666980168,0.2314384841076271,1,6,0,0,1,0,0,0,0,0,0,0,c1
1.0726752354947977,0.482572258023542,0,9,1,0,0,0,0,0,1,0,0,1,c1
-0.3103210287922578,-0.7552700674206819,0,1,0,0,1,0,0,0,1,0,0,0,c2
-0.1647424746567783,-0.5467538185914381,1,4,0,0,0,1,0,0,0,0,1,0,c2
-0.0919531975890385,1.588876274415182,1,5,0,0,0,1,0,0,0,0,0,0,c2
-0.6014781370632168,0.5565830838483762,0,7,0,0,0,0,1,0,0,1,0,0,c1
1.2910430666980168,1.2968499437412582,0,9,1,0,0,0,0,0,1,0,1,0,c3
-0.3831103058599975,-1.5303801647090525,0,6,1,0,0,0,0,0,1,0,1,0,c1
0.1992039106819204,-1.3331569143927635,0,8,0,0,0,0,0,0,1,0,0,1,c3
-1.3293709077406144,0.7849848910832308,1,2,0,0,0,1,0,1,0,0,0,1,c2
-1.474949461876094,-0.0814348397197787,0,4,0,0,0,0,0,0,0,0,0,1,c1
-0.4558995829277373,-0.073598795636032,1,1,0,0,1,0,0,0,1,0,0,0,c2
0.4903610189528795,0.5292586872475555,0,5,0,0,0,0,1,1,0,0,0,1,c2
1.1454645125625371,0.8977085537194395,1,9,0,1,0,0,0,0,1,0,1,0,c3
-1.402160184808354,-0.8551666466104708,1,3,0,1,0,0,0,0,1,0,1,0,c2
-0.9654245224019156,1.2161792524001465,0,2,0,0,0,0,1,0,0,0,0,0,c2
1.1454645125625371,0.1015816331980355,0,8,0,0,0,0,0,0,0,1,0,1,c3
1.0726752354947977,1.5535628463035809,0,8,0,0,0,0,1,1,0,0,1,0,c3
0.0536253565464409,-1.6375892622001704,0,5,0,1,0,0,0,0,0,0,0,0,c1
0.7087288501560988,0.7455197491260767,1,1,0,0,0,1,0,0,1,0,0,1,c2
1.5822001749689758,-0.426438330332986,0,3,0,0,0,0,0,0,1,0,0,1,c2
-0.3831103058599975,0.8963709663986777,1,5,0,1,0,0,0,0,0,1,1,0,c1
-1.3293709077406144,0.8388926075741037,1,5,0,1,0,0,0,0,0,1,0,1,c1
-0.5286888599954771,-0.7841327596180969,0,5,0,0,0,0,1,1,0,0,0,1,c1
-1.0382137994696552,0.6819499643076894,1,9,0,1,0,0,0,1,0,0,1,0,c3
-1.402160184808354,0.5289751692635116,0,7,0,0,0,0,1,0,0,1,0,1,c1
-0.3103210287922578,1.225361305130913,0,3,0,1,0,0,0,0,0,1,0,1,c2
-0.6742674141309566,0.3623760718870886,0,5,1,0,0,0,0,0,0,1,0,0,c1
0.8543074042915783,-0.937826174503019,0,5,0,0,0,0,0,1,0,0,1,0,c3
1.3638323437657565,-1.2274720769544756,1,6,0,0,0,0,1,0,0,0,0,1,c3
0.3447824648174,-0.6752211506683394,0,4,1,0,0,0,0,0,0,1,1,0,c2
-0.4558995829277373,-0.3106324622860829,0,6,0,1,0,0,0,0,0,1,1,0,c1
0.1264146336141807,0.6964135921570552,0,1,0,1,0,0,0,0,0,0,1,0,c2
0.7815181272238385,-0.6061325900417318,1,3,0,0,0,0,0,0,1,0,0,1,c2
1.3638323437657565,-0.7859643980793704,1,4,0,0,0,0,1,1,0,0,0,1,c2
1.6549894520367154,1.568173847362475,0,4,0,1,0,0,0,1,0,0,0,1,c2
1.6549894520367154,-0.9884930839386582,0,7,0,0,1,0,0,0,0,1,0,0,c3
0.0536253565464409,0.6484695782117381,1,6,0,1,0,0,0,0,0,0,1,0,c1
-0.4558995829277373,-0.5471973417743978,0,5,0,0,0,0,0,0,1,0,1,0,c1
1.4366216208334963,-1.1337258730423112,0,4,0,0,1,0,0,0,0,1,0,0,c2
-0.8198459682664361,0.9737068125413332,0,10,0,1,0,0,0,1,0,0,1,0,c1
-0.9654245224019156,-0.1310659260255942,1,9,0,0,0,0,1,0,0,0,1,0,c3
0.4175717418851397,1.4713959659971685,1,3,0,0,1,0,0,0,1,0,0,1,c2
0.635939573088359,0.0398154157533924,1,6,0,0,0,0,1,1,0,0,1,0,c3
-1.111003076537395,-1.2548077019903074,1,4,0,0,1,0,0,0,1,0,1,0,c3
0.4175717418851397,-0.3500625153838255,1,5,0,0,0,0,1,0,0,1,0,1,c1
-0.5286888599954771,-1.65615688304629,0,5,0,0,0,0,0,0,0,1,1,0,c1
-0.5286888599954771,-1.4506835401052005,1,6,0,0,0,1,0,1,0,0,0,0,c1
0.8543074042915783,0.4969320228490502,0,8,0,0,1,0,0,1,0,0,1,0,c3
-0.1647424746567783,0.4653534529331953,1,7,1,0,0,0,0,0,1,0,1,0,c3
0.7815181272238385,0.4563271947382151,0,7,1,0,0,0,0,1,0,0,0,0,c1
-0.8926352453341758,-0.6824059455214112,0,5,0,1,0,0,0,0,0,1,1,0,c1
-0.8926352453341758,1.0241028359823168,0,5,0,0,1,0,0,0,0,1,1,0,c1
-1.693317293079313,1.3249224348247295,0,10,0,0,0,0,1,1,0,0,0,0,c1
1.6549894520367154,-1.4778226675283286,0,6,1,0,0,0,0,1,0,0,1,0,c3
1.7277787291044553,0.1421134764812953,1,10,0,0,0,0,0,1,0,0,0,0,c3
0.1264146336141807,-0.1962329557243874,1,1,0,1,0,0,0,0,0,0,0,0,c2
-1.402160184808354,1.547222991185135,0,10,1,0,0,0,0,0,1,0,1,0,c1
-1.474949461876094,0.9988725425111667,0,8,1,0,0,0,0,1,0,0,0,0,c1
0.927096681359318,1.6369592402437678,0,1,0,0,0,0,1,0,1,0,1,0,c2
-0.1647424746567783,-0.9089985711650154,1,5,0,0,0,0,1,1,0,0,0,1,c1
1.509410897901236,0.505417912609096,1,6,0,0,0,1,0,0,1,0,0,0,c1
0.9998859584270576,1.5362008786668355,1,5,0,0,0,0,0,1,0,0,0,1,c2
-1.183792353605135,1.6775093297339214,0,5,1,0,0,0,0,0,0,0,0,1,c1
-0.0919531975890385,-1.5834148703777706,1,6,0,1,0,0,0,0,1,0,0,0,c1
-0.6742674141309566,0.1620888623669989,0,5,0,0,1,0,0,0,1,0,0,1,c1
0.1264146336141807,-1.3702416281274503,1,4,0,0,0,0,1,0,1,0,0,1,c2
-1.2565816306728743,0.4105474616413912,1,4,1,0,0,0,0,0,1,0,0,0,c1
1.4366216208334963,0.5356560880954364,1,5,0,0,0,1,0,1,0,0,0,1,c2
-1.111003076537395,-1.5363087783951972,0,6,0,1,0,0,0,0,1,0,0,1,c1
1.4366216208334963,0.0265391949065071,1,10,1,0,0,0,0,0,0,1,0,0,c3
-0.5286888599954771,-0.9603588364626232,0,9,0,0,0,0,0,0,0,0,1,0,c3
-0.9654245224019156,-1.50353157304185,1,2,1,0,0,0,0,1,0,0,0,0,c2
0.635939573088359,-1.0029679402230358,1,7,0,0,0,0,1,0,0,1,1,0,c3
-1.0382137994696552,-0.6984878715668295,0,9,0,0,1,0,0,0,0,0,0,0,c1
-1.111003076537395,-0.673809174965626,0,7,0,0,0,0,0,1,0,0,1,0,c1
-0.5286888599954771,-1.583702599024944,1,3,0,0,0,1,0,0,1,0,0,1,c2
0.8543074042915783,0.8897012760017649,0,8,0,0,0,0,0,1,0,0,0,1,c1
0.9998859584270576,0.6272043258540723,1,5,0,0,0,0,1,0,0,1,0,1,c2
-0.6014781370632168,-0.7173811170282866,0,9,0,0,0,0,0,1,0,0,0,1,c1
-0.6742674141309566,-0.4089121468341957,1,5,0,0,0,0,1,0,0,1,0,1,c1
-0.8198459682664361,0.159558253826251,1,4,1,0,0,0,0,0,1,0,1,0,c1
1.509410897901236,1.4393050987339076,0,7,0,0,0,0,1,0,1,0,0,0,c1
0.7087288501560988,-1.1779294145743766,1,5,0,0,0,0,0,1,0,0,1,0,c3
1.5822001749689758,-0.8987217460206138,0,9,1,0,0,0,0,0,0,0,0,1,c3
1.1454645125625371,-0.8592144974321662,1,9,0,0,0,0,0,0,0,0,1,0,c3
0.4903610189528795,0.1544801940922377,1,9,0,0,0,0,1,0,1,0,0,0,c3
0.0536253565464409,-0.6693542933747586,0,9,0,0,0,1,0,1,0,0,0,1,c3
0.1264146336141807,-0.3195590681203349,1,4,0,0,0,0,0,0,0,0,0,1,c2
0.4903610189528795,1.0210767727466803,1,4,0,0,1,0,0,0,0,0,0,0,c2
-0.8926352453341758,1.080896260271181,0,6,0,0,0,1,0,1,0,0,0,0,c1
-0.0919531975890385,-1.2111389146756717,1,5,0,0,0,1,0,0,1,0,0,0,c1
-0.9654245224019156,-0.7965078985552982,0,2,0,0,0,0,0,0,0,1,0,0,c2
0.9998859584270576,1.1308964813780045,1,5,0,0,0,0,1,0,1,0,0,0,c2
0.7815181272238385,-0.9011835803969156,1,6,1,0,0,0,0,1,0,0,1,0,c3
-0.9654245224019156,0.9849913897280296,0,2,1,0,0,0,0,0,1,0,1,0,c2
-1.474949461876094,-1.115872661373807,0,2,0,1,0,0,0,1,0,0,1,0,c2
1.0726752354947977,1.0843068974059658,0,5,0,0,0,1,0,1,0,0,0,1,c2
0.9998859584270576,-0.4859139470352551,0,4,0,0,0,1,0,1,0,0,1,0,c2
-0.3103210287922578,0.7071297298212869,1,4,0,0,0,0,1,1,0,0,0,1,c2
-1.2565816306728743,-1.4873808728319855,1,9,0,0,1,0,0,0,1,0,0,0,c3
1.2910430666980168,1.0010747193278242,0,2,0,0,0,0,1,0,0,1,0,1,c2
1.3638323437657565,-0.0921734342540339,0,1,0,0,0,0,1,0,0,1,0,1,c2
0.8543074042915783,0.2749963906265229,0,1,0,0,0,0,1,0,0,1,0,1,c2
-1.2565816306728743,-1.518136959883238,1,9,0,0,0,0,0,0,0,1,0,1,c3
1.218253789630277,1.332992872489344,1,9,1,0,0,0,0,0,1,0,1,0,c3
1.2910430666980168,0.9828593906301948,1,8,0,0,0,0,0,0,1,0,1,0,c3
0.8543074042915783,0.1547693262937876,0,5,0,0,0,1,0,0,1,0,0,0,c1
0.5631502960206192,0.8085379370745177,1,7,0,0,0,0,1,0,1,0,1,0,c3
0.5631502960206192,1.192476026090579,0,10,0,0,0,0,1,0,0,0,0,1,c1
1.218253789630277,1.6640239792849447,1,7,0,0,0,1,0,0,0,0,1,0,c3
0.7087288501560988,0.5601130231051601,1,4,0,0,1,0,0,0,1,0,0,0,c2
-1.111003076537395,-0.0398362951104133,0,4,1,0,0,0,0,0,0,0,0,1,c1
0.3447824648174,1.643551735149976,1,2,0,0,0,0,1,0,0,0,0,0,c2
0.7087288501560988,-0.7547156634419823,0,8,0,1,0,0,0,1,0,0,0,1,c3
0.927096681359318,-0.3560599032344165,1,1,0,0,1,0,0,0,0,0,0,1,c2
0.2719931877496602,1.654802627031637,1,5,1,0,0,0,0,1,0,0,0,0,c2
