order_id,order_date,customer_age,order_value,discount_applied,delivery_time_days,customer_rating,product_category_Books,product_category_Electronics,product_category_Fashion,product_category_Home & Kitchen,product_category_Sports,payment_method_Card,payment_method_UPI,payment_method_Wallet,order_status_Delivered,order_status_Returned
29,2024-01-12,1.3638323437657565,1.394329602294792,1,6,3.2,1,0,0,0,0,0,0,1,0,0
30,2024-05-02,-0.01916392052129879,0.9136908274041293,1,10,5.0,0,0,1,0,0,0,1,0,0,1
31,2024-10-27,-0.8926352453341758,-0.9470194556687974,1,1,5.0,0,1,0,0,0,0,0,1,0,1
32,2024-09-27,-0.01916392052129879,1.3589347680293566,1,4,1.4,1,0,0,0,0,0,0,1,0,1
33,2024-10-13,-1.183792353605135,0.0031040474828423702,0,5,2.6,0,0,1,0,0,0,0,1,1,0
34,2024-12-27,-0.6014781370632168,0.7544547762865874,1,6,2.7,0,0,0,0,1,0,1,0,0,1
35,2024-05-13,0.41757174188513974,1.446217604037947,0,6,3.9,0,0,0,1,0,0,0,1,0,1
36,2024-06-21,1.5822001749689758,-0.39172983415763696,0,7,4.3,0,1,0,0,0,0,1,0,1,0
37,2024-01-08,0.9998859584270577,-1.5501323854488998,0,10,1.9,1,0,0,0,0,1,0,0,1,0
38,2024-03-15,0.1264146336141807,-0.33400866042593624,1,6,5.0,0,0,0,0,1,0,1,0,0,0
39,2024-03-01,0.9998859584270577,-0.8271418763757992,0,6,2.9,0,0,1,0,0,1,0,0,0,0
40,2024-06-30,-0.1647424746567783,-0.4534314881009633,1,6,1.2,0,0,0,0,1,0,1,0,0,1
41,2024-09-02,-1.0382137994696552,-1.1674364420560006,1,9,4.5,0,0,0,0,0,0,0,1,0,0
42,2024-09-25,-0.01916392052129879,0.657766722401374,1,1,4.5,0,0,0,0,1,0,0,1,0,0
43,2024-05-29,-0.3103210287922578,-1.0625221559703864,1,8,4.7,1,0,0,0,0,0,0,1,1,0
44,2024-04-22,-0.23753175172451804,0.7587973735273381,0,2,1.9,0,0,0,0,1,0,0,0,0,0
45,2024-03-29,1.509410897901236,0.8481223811536702,0,8,4.0,0,0,0,0,0,0,0,1,1,0
46,2024-09-29,-0.4558995829277373,0.4682307394049276,1,2,4.1,0,0,0,0,0,0,0,1,1,0
47,2024-05-21,0.9998859584270577,-1.6259973066050308,1,1,4.5,1,0,0,0,0,1,0,0,0,1
48,2024-11-01,0.1264146336141807,-0.27360669783520725,1,5,2.6,0,1,0,0,0,0,0,0,0,0
49,2024-08-14,-0.09195319758903854,0.5649917781177165,1,10,3.5,0,1,0,0,0,0,1,0,1,0
50,2024-12-09,1.0726752354947975,-1.6330964846411389,0,7,4.0,0,0,1,0,0,0,1,0,1,0
51,2024-05-10,0.7087288501560988,0.6824608581007188,1,5,1.1,0,1,0,0,0,1,0,0,0,0
52,2024-04-20,-0.38311030585999756,0.10962961399262702,1,3,2.3,0,0,0,0,1,0,1,0,0,1
53,2024-03-18,-0.1647424746567783,-0.6084063481315886,1,4,1.6,0,0,0,0,1,1,0,0,0,0
54,2024-06-12,-0.9654245224019156,-0.13026730358539165,0,2,3.4,1,0,0,0,0,0,0,1,0,1
55,2024-04-08,-1.4749494618760939,0.39837022387126997,1,5,4.5,0,0,0,1,0,0,1,0,0,1
56,2024-02-17,-1.111003076537395,1.0048348415023465,0,3,3.5,0,0,0,0,0,0,0,0,0,1
57,2024-12-25,0.3447824648174,1.4404335564525768,1,10,3.1,0,0,1,0,0,0,0,0,1,0
58,2024-01-27,-0.4558995829277373,-0.013961770180470432,1,7,2.3,0,1,0,0,0,1,0,0,1,0
59,2024-08-31,0.4903610189528795,-0.08293243223945597,0,4,3.3,0,0,0,1,0,0,0,1,0,0
60,2024-05-28,0.635939573088359,0.6635395415517324,0,7,3.9,0,0,1,0,0,0,0,1,0,1
61,2024-04-13,-1.5477387389438335,1.6509442560507628,0,3,3.2,0,0,0,1,0,0,1,0,0,0
62,2024-08-16,-1.0382137994696552,1.6879138783265804,0,7,4.5,0,1,0,0,0,1,0,0,1,0
63,2024-08-25,1.0726752354947975,1.5020018727301399,1,1,2.7,0,1,0,0,0,0,1,0,0,1
64,2024-09-21,0.3447824648174,0.05912692041903304,1,8,1.9,0,0,0,0,1,0,0,1,1,0
65,2024-04-22,-0.8198459682664361,1.2683170868223104,1,7,4.0,0,1,0,0,0,1,0,0,0,0
66,2024-02-26,-0.1647424746567783,-1.567210835101601,1,6,1.9,0,0,0,1,0,1,0,0,0,1
67,2024-02-16,0.8543074042915783,-0.5395030566826731,1,7,3.4,0,0,1,0,0,0,0,0,0,1
68,2024-02-08,-0.9654245224019156,-0.8710773390219615,0,6,1.5,0,0,0,1,0,0,0,1,0,1
69,2024-10-31,-1.6205280160115734,-0.05968115043910696,1,8,4.8,1,0,0,0,0,0,0,0,1,0
70,2024-03-01,-0.7470566911986963,0.5820491744547711,1,2,3.2,0,0,1,0,0,0,1,0,0,0
71,2024-07-14,0.05362535654644096,-1.3985639518899302,0,5,2.8,0,0,0,1,0,0,1,0,0,0
72,2024-12-10,-1.6205280160115734,-0.2905939164534386,1,1,1.1,0,1,0,0,0,1,0,0,0,1
73,2024-05-07,-1.5477387389438335,-0.09545634794056145,1,6,3.8,0,0,0,0,0,0,0,0,1,0
74,2024-09-11,1.7277787291044553,-0.44465927324812127,0,4,1.6,0,0,0,0,0,1,0,0,0,0
75,2024-07-21,0.5631502960206192,0.9062407607739074,0,4,1.4,0,0,0,0,1,0,0,0,0,0
76,2024-08-13,-0.8198459682664361,1.6396273971134085,1,5,1.5,0,1,0,0,0,1,0,0,0,0
77,2024-01-11,0.5631502960206192,-0.49264258671597916,1,9,2.8,0,0,0,0,1,1,0,0,1,0
78,2024-09-21,-1.183792353605135,-0.24226813571772599,1,2,2.1,0,0,0,0,1,0,0,1,0,0
79,2024-11-05,0.19920391068192048,-1.1572410230654337,1,2,2.8,1,0,0,0,0,1,0,0,0,0
80,2024-04-10,-0.09195319758903854,-1.2998126730713286,1,4,2.2,0,0,0,1,0,0,0,1,1,0
81,2024-02-10,-0.23753175172451804,0.1050315698553613,1,9,4.2,0,0,0,0,1,0,0,0,0,0
82,2024-12-21,1.7277787291044553,1.5452650328299806,1,5,2.4,0,0,0,0,0,1,0,0,0,0
83,2024-02-16,-0.9654245224019156,1.5048735449843667,1,5,3.1,0,0,1,0,0,0,1,0,1,0
84,2024-03-05,1.1454645125625371,-0.9367005238931023,1,10,3.7,0,0,0,1,0,0,0,1,0,0
85,2024-03-03,1.509410897901236,0.803218465987754,1,8,4.6,0,0,0,1,0,1,0,0,0,1
86,2024-02-21,-1.693317293079313,-0.15616989960286357,0,3,4.0,0,0,0,1,0,0,0,1,0,1
87,2024-05-01,-0.1647424746567783,1.619233752023521,1,10,2.2,0,0,1,0,0,1,0,0,0,1
88,2024-08-01,-0.8198459682664361,-1.0646485408507154,1,5,1.7,0,0,1,0,0,0,0,1,0,0
89,2024-03-30,0.1264146336141807,1.5369377447144745,0,5,1.6,0,0,1,0,0,0,0,1,1,0
90,2024-04-08,-0.23753175172451804,0.5103247387091816,0,6,3.0,0,0,0,0,0,0,1,0,0,0
91,2024-01-11,-0.6742674141309566,-1.1511973179204196,0,1,1.2,0,0,0,0,1,0,1,0,1,0
92,2024-07-27,-0.8198459682664361,0.9393449942969686,0,9,3.1,0,0,0,0,1,1,0,0,0,1
93,2024-12-15,0.4903610189528795,-1.0005931262180743,1,9,2.6,0,0,0,0,0,0,1,0,1,0
94,2024-07-16,-0.7470566911986963,-1.3164770741829754,0,2,1.8,0,0,0,1,0,0,0,1,0,1
95,2024-10-23,0.2719931877496602,0.7758477520925107,0,9,2.0,0,0,0,0,0,0,0,0,1,0
96,2024-06-06,-0.23753175172451804,1.3300650580600595,0,10,3.1,0,0,0,0,0,0,0,1,0,1
97,2024-01-09,1.5822001749689758,-0.33949936514662726,1,1,4.7,0,1,0,0,0,0,1,0,1,0
98,2024-12-09,0.5631502960206192,0.7040040142249221,1,10,1.9,0,0,0,1,0,0,0,0,0,0
99,2024-11-19,-0.6014781370632168,-0.9194747010308734,0,1,1.6,0,0,0,0,1,0,1,0,1,0
100,2024-09-23,-0.01916392052129879,0.8031960091177308,0,8,3.9,0,1,0,0,0,0,1,0,1,0
101,2024-01-20,-0.7470566911986963,-1.3863951354460677,1,3,3.3,0,1,0,0,0,0,0,1,0,1
102,2024-12-20,0.41757174188513974,-0.8564986197137263,0,4,1.3,1,0,0,0,0,0,0,0,1,0
103,2024-06-15,0.7087288501560988,1.0518890019729914,1,10,3.1,0,1,0,0,0,0,0,0,1,0
104,2024-05-07,0.4903610189528795,1.4953518320944976,1,6,2.2,0,0,0,0,1,0,0,1,1,0
105,2024-02-16,-0.1647424746567783,0.2732082623509196,0,8,3.1,0,0,1,0,0,0,0,0,0,0
106,2024-06-21,-0.38311030585999756,0.8271336290081661,0,4,2.8,0,0,0,0,0,0,1,0,1,0
107,2024-04-07,-1.0382137994696552,0.35709168965973664,0,7,1.2,0,1,0,0,0,0,0,1,1,0
108,2024-12-09,-0.4558995829277373,-0.2709806475968603,1,8,1.8,1,0,0,0,0,0,0,0,0,1
109,2024-03-12,0.635939573088359,-0.3498800533148863,0,8,1.5,1,0,0,0,0,0,1,0,0,1
110,2024-03-29,0.7815181272238385,-0.993662374707141,1,6,1.6,0,0,0,0,0,0,0,1,0,1
111,2024-03-08,1.3638323437657565,0.41485216291397786,0,9,2.8,0,0,0,0,1,1,0,0,0,0
112,2024-03-13,1.2910430666980168,-1.7429161932724626,0,2,4.8,1,0,0,0,0,0,0,1,0,0
113,2024-01-03,0.5631502960206192,0.8601452279423814,1,2,3.7,0,1,0,0,0,0,0,1,0,0
114,2024-04-26,0.7087288501560988,-0.5226730361546044,0,7,2.8,0,0,1,0,0,0,1,0,1,0
115,2024-09-23,-0.38311030585999756,-1.7130162743908475,1,9,3.2,0,1,0,0,0,0,0,1,0,1
116,2024-07-06,0.2719931877496602,-0.9983937565101698,1,8,3.1,0,0,0,1,0,0,0,0,1,0
117,2024-09-15,-1.2565816306728745,-0.4805327195559277,1,5,2.5,0,0,1,0,0,0,1,0,0,0
118,2024-11-13,0.8543074042915783,-1.5919484809866156,0,2,2.5,0,0,0,0,0,0,1,0,0,0
119,2024-03-31,-1.183792353605135,0.23396067132211618,0,2,3.8,0,0,0,1,0,1,0,0,0,1
120,2024-10-06,0.8543074042915783,-0.601910698477356,1,7,4.6,0,0,0,0,1,1,0,0,0,1
121,2024-04-30,-0.8198459682664361,1.2495178795040753,1,5,2.6,0,0,0,1,0,1,0,0,0,1
122,2024-01-22,-0.3103210287922578,1.2957888566326587,1,1,3.1,0,0,0,0,0,0,0,0,1,0
123,2024-11-14,0.19920391068192048,0.22580882750366713,1,10,3.8,1,0,0,0,0,0,1,0,0,0
124,2024-07-20,-0.8926352453341758,0.718859233745319,1,10,4.3,0,0,1,0,0,1,0,0,0,0
125,2024-11-18,0.9998859584270577,1.076898937407038,1,7,4.6,0,1,0,0,0,0,0,0,0,0
126,2024-06-18,-0.6014781370632168,-1.26271673090163,0,7,2.5,0,0,1,0,0,0,0,0,0,0
127,2024-02-29,-1.4749494618760939,-1.3513946999604163,0,8,3.5,0,0,0,1,0,0,1,0,0,0
128,2024-07-08,0.3447824648174,-0.9451078146080661,1,5,4.8,0,0,1,0,0,0,0,0,0,0
129,2024-06-02,0.2719931877496602,-0.4777536818905474,0,1,4.9,0,0,0,1,0,1,0,0,1,0
130,2024-04-16,-0.6742674141309566,0.1495228400345997,0,5,4.5,0,0,0,1,0,0,1,0,1,0
131,2024-10-28,-1.5477387389438335,-1.1089755951679086,1,5,1.4,0,0,0,1,0,1,0,0,0,0
132,2024-06-05,-0.6014781370632168,-1.4647541727291589,1,6,1.3,0,0,0,1,0,0,1,0,0,0
133,2024-07-31,-0.8198459682664361,1.6100488921840015,1,7,3.3,0,1,0,0,0,1,0,0,0,1
134,2024-11-15,1.218253789630277,1.5555797539425467,1,10,3.8,0,0,1,0,0,1,0,0,1,0
135,2024-02-23,1.218253789630277,1.533207097181858,0,7,4.0,0,1,0,0,0,0,1,0,0,0
136,2024-02-19,-1.2565816306728745,1.2539685504318137,1,10,1.5,1,0,0,0,0,1,0,0,1,0
137,2024-04-22,0.19920391068192048,0.8532509688452359,0,3,3.5,0,0,0,0,1,0,0,0,0,1
138,2024-10-30,-0.01916392052129879,-0.6754134376179137,0,8,4.8,1,0,0,0,0,0,1,0,0,1
139,2024-11-09,0.7815181272238385,1.332851113497322,0,5,1.5,0,0,0,0,1,0,1,0,0,0
140,2024-12-07,-0.38311030585999756,0.992755852538577,0,2,1.6,1,0,0,0,0,1,0,0,0,1
141,2024-02-03,1.1454645125625371,0.5076327214151414,0,10,1.9,0,0,1,0,0,0,0,0,0,0
142,2024-03-26,0.927096681359318,1.1117112966062443,0,8,3.1,0,0,1,0,0,0,1,0,1,0
143,2024-06-02,0.05362535654644096,-0.8467761985480243,0,1,1.1,0,0,0,1,0,0,1,0,0,1
144,2024-09-21,-0.8198459682664361,-1.4706266442402454,1,6,2.2,0,1,0,0,0,1,0,0,0,1
145,2024-01-18,-1.2565816306728745,0.4153055109775727,1,8,1.3,0,0,0,1,0,0,0,0,1,0
146,2024-09-24,0.635939573088359,0.06793282057690997,1,4,3.5,0,0,1,0,0,1,0,0,0,0
147,2024-02-28,0.1264146336141807,1.6498017627883286,1,3,2.0,0,0,0,1,0,0,0,1,1,0
148,2024-04-06,-1.2565816306728745,-1.756998054331433,1,6,1.9,0,0,0,0,0,0,0,1,1,0
149,2024-07-19,-0.09195319758903854,1.658127647349458,0,10,2.1,0,0,0,0,1,0,1,0,0,1
150,2024-05-25,-0.09195319758903854,1.6830674050646823,0,1,3.4,0,0,1,0,0,1,0,0,0,1
151,2024-12-05,-1.693317293079313,-1.346597351101694,1,3,3.6,0,1,0,0,0,0,0,1,0,1
152,2024-06-22,0.4903610189528795,-1.4975075176581063,0,4,5.0,0,0,0,0,0,0,0,0,1,0
153,2024-03-16,0.635939573088359,-1.6005284088898832,0,3,4.9,0,0,0,0,0,0,1,0,0,0
154,2024-06-27,1.7277787291044553,-0.16116514962866596,1,6,2.1,0,1,0,0,0,0,0,1,1,0
155,2024-11-17,-0.01916392052129879,-1.6558270477678232,0,3,4.0,1,0,0,0,0,0,1,0,0,0
156,2024-11-01,-0.9654245224019156,-0.5777681596479584,0,10,4.1,0,0,0,0,0,0,0,0,0,0
157,2024-05-16,-0.09195319758903854,-0.8968746684611995,0,7,2.3,0,0,0,0,1,0,1,0,0,1
158,2024-04-22,0.41757174188513974,1.1769372755888485,1,2,2.8,0,0,1,0,0,0,0,1,0,1
159,2024-07-21,1.6549894520367154,0.4010411878496634,1,6,2.2,0,0,0,1,0,0,0,1,1,0
160,2024-01-01,1.4366216208334963,-0.7413229475818512,1,4,4.0,1,0,0,0,0,1,0,0,0,1
161,2024-06-18,1.2910430666980168,1.6772019513254781,0,1,1.2,0,0,1,0,0,0,1,0,0,1
162,2024-04-22,-0.01916392052129879,-0.8316809712292537,0,7,5.0,0,0,1,0,0,0,1,0,1,0
163,2024-07-31,0.3447824648174,-0.14970512814491316,1,2,4.6,0,0,0,0,0,1,0,0,1,0
164,2024-11-25,-1.183792353605135,-0.6949775820713162,0,2,1.1,0,1,0,0,0,0,1,0,0,0
165,2024-12-08,-0.23753175172451804,-1.4100492373524594,1,4,3.7,1,0,0,0,0,0,1,0,0,1
166,2024-04-10,-0.01916392052129879,0.899062983692718,0,7,3.2,0,0,0,1,0,0,0,1,0,0
167,2024-11-25,-0.01916392052129879,1.647154659234335,1,4,2.0,1,0,0,0,0,1,0,0,0,0
168,2024-04-02,0.19920391068192048,-0.70625514148613,0,5,2.6,0,0,1,0,0,0,1,0,0,1
169,2024-05-29,1.5822001749689758,0.3358124017583064,0,7,2.7,0,0,0,1,0,0,0,0,1,0
170,2024-03-31,1.1454645125625371,-0.9838739864857456,1,10,2.1,1,0,0,0,0,0,0,0,0,0
171,2024-08-10,-1.111003076537395,0.48307051982718363,0,8,4.8,0,1,0,0,0,1,0,0,0,1
172,2024-12-23,0.3447824648174,-1.5172793881592241,0,6,4.7,0,0,1,0,0,0,0,0,0,0
173,2024-11-13,0.7087288501560988,0.4943789574382793,1,1,4.1,0,0,1,0,0,0,1,0,0,1
174,2024-01-20,-1.3293709077406144,1.4015761535404279,0,5,3.7,0,0,0,0,0,0,1,0,1,0
175,2024-09-08,-0.8198459682664361,1.6826617778498867,1,8,3.1,0,0,0,1,0,0,0,1,0,1
176,2024-01-13,-0.1647424746567783,1.6405776034262685,1,6,4.4,0,0,0,0,1,0,0,1,1,0
177,2024-04-19,1.7277787291044553,0.06278458312407399,1,1,3.6,1,0,0,0,0,0,1,0,0,1
178,2024-01-16,-0.01916392052129879,-1.2908565925951707,0,3,2.6,0,0,0,0,0,0,0,0,1,0
179,2024-06-30,0.927096681359318,-0.7209798304495165,1,10,1.5,0,0,1,0,0,0,1,0,0,1
180,2024-08-02,0.41757174188513974,0.04175793501040578,1,1,3.6,0,0,0,0,0,0,1,0,1,0
181,2024-12-08,-0.8198459682664361,-0.7172940966569463,1,6,2.3,1,0,0,0,0,0,1,0,0,1
182,2024-07-26,0.7815181272238385,-0.6224418918961359,1,7,3.5,0,0,0,1,0,0,0,0,0,0
183,2024-02-29,-0.9654245224019156,-1.2468986730789853,1,9,1.7,0,0,1,0,0,0,1,0,1,0
184,2024-04-23,-0.8198459682664361,-0.8168145232738453,0,6,1.9,0,0,0,1,0,0,1,0,1,0
185,2024-10-24,1.2910430666980168,0.23143848410762713,1,6,2.7,0,0,1,0,0,0,0,0,0,0
186,2024-09-23,1.0726752354947975,0.48257225802354203,0,9,1.4,1,0,0,0,0,0,1,0,0,1
187,2024-12-10,-0.3103210287922578,-0.7552700674206819,0,1,5.0,0,0,1,0,0,0,1,0,0,0
188,2024-02-27,-0.1647424746567783,-0.5467538185914381,1,4,3.5,0,0,0,1,0,0,0,0,1,0
189,2024-10-25,-0.09195319758903854,1.588876274415182,1,5,1.9,0,0,0,1,0,0,0,0,0,0
190,2024-11-02,-0.6014781370632168,0.5565830838483762,0,7,1.2,0,0,0,0,1,0,0,1,0,0
191,2024-06-24,1.2910430666980168,1.2968499437412582,0,9,4.0,1,0,0,0,0,0,1,0,1,0
192,2024-09-15,-0.38311030585999756,-1.5303801647090525,0,6,2.9,1,0,0,0,0,0,1,0,1,0
193,2024-05-04,0.19920391068192048,-1.3331569143927635,0,8,2.9,0,0,0,0,0,0,1,0,0,1
194,2024-11-23,-1.3293709077406144,0.7849848910832308,1,2,4.7,0,0,0,1,0,1,0,0,0,1
195,2024-01-01,-1.4749494618760939,-0.08143483971977876,0,4,3.6,0,0,0,0,0,0,0,0,0,1
196,2024-05-25,-0.4558995829277373,-0.07359879563603203,1,1,2.7,0,0,1,0,0,0,1,0,0,0
197,2024-12-31,0.4903610189528795,0.5292586872475555,0,5,3.6,0,0,0,0,1,1,0,0,0,1
198,2024-11-20,1.1454645125625371,0.8977085537194395,1,9,4.8,0,1,0,0,0,0,1,0,1,0
199,2024-04-08,-1.402160184808354,-0.8551666466104708,1,3,2.3,0,1,0,0,0,0,1,0,1,0
200,2024-10-09,-0.9654245224019156,1.2161792524001465,0,2,1.3,0,0,0,0,1,0,0,0,0,0
201,2024-06-04,1.1454645125625371,0.10158163319803559,0,8,2.9,0,0,0,0,0,0,0,1,0,1
202,2024-01-22,1.0726752354947975,1.5535628463035809,0,8,2.1,0,0,0,0,1,1,0,0,1,0
203,2024-05-18,0.05362535654644096,-1.6375892622001704,0,5,2.3,0,1,0,0,0,0,0,0,0,0
204,2024-06-08,0.7087288501560988,0.7455197491260767,1,1,3.8,0,0,0,1,0,0,1,0,0,1
205,2024-06-02,1.5822001749689758,-0.426438330332986,0,3,4.3,0,0,0,0,0,0,1,0,0,1
206,2024-10-22,-0.38311030585999756,0.8963709663986777,1,5,3.9,0,1,0,0,0,0,0,1,1,0
207,2024-08-25,-1.3293709077406144,0.8388926075741037,1,5,4.9,0,1,0,0,0,0,0,1,0,1
208,2024-01-13,-0.5286888599954771,-0.7841327596180969,0,5,3.7,0,0,0,0,1,1,0,0,0,1
209,2024-01-22,-1.0382137994696552,0.6819499643076894,1,9,3.1,0,1,0,0,0,1,0,0,1,0
210,2024-09-25,-1.402160184808354,0.5289751692635116,0,7,3.3,0,0,0,0,1,0,0,1,0,1
211,2024-09-09,-0.3103210287922578,1.225361305130913,0,3,3.9,0,1,0,0,0,0,0,1,0,1
212,2024-10-26,-0.6742674141309566,0.36237607188708865,0,5,1.0,1,0,0,0,0,0,0,1,0,0
213,2024-12-23,0.8543074042915783,-0.937826174503019,0,5,3.5,0,0,0,0,0,1,0,0,1,0
214,2024-08-12,1.3638323437657565,-1.2274720769544756,1,6,4.4,0,0,0,0,1,0,0,0,0,1
215,2024-01-26,0.3447824648174,-0.6752211506683394,0,4,3.1,1,0,0,0,0,0,0,1,1,0
216,2024-11-15,-0.4558995829277373,-0.3106324622860829,0,6,1.9,0,1,0,0,0,0,0,1,1,0
217,2024-06-12,0.1264146336141807,0.6964135921570552,0,1,3.7,0,1,0,0,0,0,0,0,1,0
218,2024-08-18,0.7815181272238385,-0.6061325900417318,1,3,1.6,0,0,0,0,0,0,1,0,0,1
219,2024-09-01,1.3638323437657565,-0.7859643980793704,1,4,4.1,0,0,0,0,1,1,0,0,0,1
220,2024-04-04,1.6549894520367154,1.568173847362475,0,4,3.9,0,1,0,0,0,1,0,0,0,1
221,2024-06-22,1.6549894520367154,-0.9884930839386582,0,7,4.4,0,0,1,0,0,0,0,1,0,0
222,2024-10-05,0.05362535654644096,0.6484695782117381,1,6,2.5,0,1,0,0,0,0,0,0,1,0
223,2024-10-22,-0.4558995829277373,-0.5471973417743978,0,5,2.1,0,0,0,0,0,0,1,0,1,0
224,2024-02-19,1.4366216208334963,-1.1337258730423112,0,4,1.4,0,0,1,0,0,0,0,1,0,0
225,2024-10-01,-0.8198459682664361,0.9737068125413333,0,10,3.1,0,1,0,0,0,1,0,0,1,0
226,2024-07-29,-0.9654245224019156,-0.13106592602559422,1,9,4.4,0,0,0,0,1,0,0,0,1,0
227,2024-08-23,0.41757174188513974,1.4713959659971685,1,3,2.0,0,0,1,0,0,0,1,0,0,1
228,2024-02-08,0.635939573088359,0.03981541575339242,1,6,2.2,0,0,0,0,1,1,0,0,1,0
229,2024-02-01,-1.111003076537395,-1.2548077019903074,1,4,5.0,0,0,1,0,0,0,1,0,1,0
230,2024-12-30,0.41757174188513974,-0.35006251538382555,1,5,3.9,0,0,0,0,1,0,0,1,0,1
231,2024-02-13,-0.5286888599954771,-1.65615688304629,0,5,2.4,0,0,0,0,0,0,0,1,1,0
232,2024-07-03,-0.5286888599954771,-1.4506835401052003,1,6,3.6,0,0,0,1,0,1,0,0,0,0
233,2024-01-25,0.8543074042915783,0.49693202284905025,0,8,4.3,0,0,1,0,0,1,0,0,1,0
234,2024-05-31,-0.1647424746567783,0.46535345293319536,1,7,1.3,1,0,0,0,0,0,1,0,1,0
235,2024-11-17,0.7815181272238385,0.4563271947382151,0,7,1.9,1,0,0,0,0,1,0,0,0,0
236,2024-04-09,-0.8926352453341758,-0.6824059455214112,0,5,3.8,0,1,0,0,0,0,0,1,1,0
237,2024-02-15,-0.8926352453341758,1.0241028359823168,0,5,1.2,0,0,1,0,0,0,0,1,1,0
238,2024-01-05,-1.693317293079313,1.3249224348247295,0,10,4.7,0,0,0,0,1,1,0,0,0,0
239,2024-07-15,1.6549894520367154,-1.4778226675283286,0,6,3.0,1,0,0,0,0,1,0,0,1,0
240,2024-02-10,1.7277787291044553,0.14211347648129533,1,10,3.8,0,0,0,0,0,1,0,0,0,0
241,2024-07-10,0.1264146336141807,-0.1962329557243874,1,1,4.8,0,1,0,0,0,0,0,0,0,0
242,2024-03-01,-1.402160184808354,1.547222991185135,0,10,4.1,1,0,0,0,0,0,1,0,1,0
243,2024-01-10,-1.4749494618760939,0.9988725425111669,0,8,3.3,1,0,0,0,0,1,0,0,0,0
244,2024-01-14,0.927096681359318,1.6369592402437678,0,1,1.2,0,0,0,0,1,0,1,0,1,0
245,2024-05-09,-0.1647424746567783,-0.9089985711650154,1,5,4.9,0,0,0,0,1,1,0,0,0,1
246,2024-11-21,1.509410897901236,0.505417912609096,1,6,2.8,0,0,0,1,0,0,1,0,0,0
